[0.000000] (-) TimerEvent: {}
[11.746337] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[11.747273] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[11.747694] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[11.747945] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[11.748286] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[11.748551] (rcl) StderrLine: {'line': b"clangclang: : \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[11.748754] (rcl) StderrLine: {'line': b"\x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[11.756063] (rcl) StderrLine: {'line': b"clangclang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[11.756653] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]: \x1b[0m\n"}
[11.757254] (rcl) StderrLine: {'line': b"\x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[11.767288] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[11.824091] (-) TimerEvent: {}
[11.924811] (-) TimerEvent: {}
[12.025240] (-) TimerEvent: {}
[12.125652] (-) TimerEvent: {}
[12.226009] (-) TimerEvent: {}
[12.326600] (-) TimerEvent: {}
[12.427187] (-) TimerEvent: {}
[12.527592] (-) TimerEvent: {}
[12.627960] (-) TimerEvent: {}
[12.728696] (-) TimerEvent: {}
[12.829114] (-) TimerEvent: {}
[12.930390] (-) TimerEvent: {}
[13.031211] (-) TimerEvent: {}
[13.131841] (-) TimerEvent: {}
[13.232364] (-) TimerEvent: {}
[13.332747] (-) TimerEvent: {}
[13.433167] (-) TimerEvent: {}
[13.448246] (rcl) StdoutLine: {'line': b'[ 28%] \x1b[32m\x1b[1mLinking CXX executable test_rmw_impl_id_check_func__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[13.458328] (rcl) StdoutLine: {'line': b'[ 29%] \x1b[32m\x1b[1mLinking CXX executable test_domain_id\x1b[0m\n'}
[13.481526] (rcl) StdoutLine: {'line': b'[ 29%] \x1b[32m\x1b[1mLinking CXX executable test_localhost\x1b[0m\n'}
[13.533319] (-) TimerEvent: {}
[13.633826] (-) TimerEvent: {}
[13.696279] (rcl) StdoutLine: {'line': b'[ 30%] \x1b[32m\x1b[1mLinking CXX executable test_validate_topic_name\x1b[0m\n'}
[13.734005] (-) TimerEvent: {}
[13.834615] (-) TimerEvent: {}
[13.875374] (rcl) StdoutLine: {'line': b'[ 31%] \x1b[32m\x1b[1mLinking CXX executable test_remap_integration__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[13.934772] (-) TimerEvent: {}
[14.035494] (-) TimerEvent: {}
[14.136226] (-) TimerEvent: {}
[14.233024] (rcl) StdoutLine: {'line': b'[ 31%] Built target test_domain_id\n'}
[14.236372] (-) TimerEvent: {}
[14.276951] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_remap__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[14.288501] (rcl) StdoutLine: {'line': b'[ 31%] Built target test_localhost\n'}
[14.335663] (rcl) StdoutLine: {'line': b'[ 32%] \x1b[32mBuilding CXX object test/CMakeFiles/test_remap__rmw_fastrtps_dynamic_cpp.dir/rcl/test_remap.cpp.o\x1b[0m\n'}
[14.336477] (-) TimerEvent: {}
[14.338118] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_arguments__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[14.375263] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[14.407269] (rcl) StdoutLine: {'line': b'[ 32%] \x1b[32mBuilding CXX object test/CMakeFiles/test_arguments__rmw_fastrtps_dynamic_cpp.dir/rcl/test_arguments.cpp.o\x1b[0m\n'}
[14.436645] (-) TimerEvent: {}
[14.447341] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[14.488379] (rcl) StdoutLine: {'line': b'[ 32%] Built target test_rmw_impl_id_check_func__rmw_fastrtps_dynamic_cpp\n'}
[14.523464] (rcl) StdoutLine: {'line': b'[ 32%] Built target test_validate_topic_name\n'}
[14.535753] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_count_matched__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[14.536764] (-) TimerEvent: {}
[14.570894] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_info_by_topic__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[14.605982] (rcl) StdoutLine: {'line': b'[ 32%] \x1b[32mBuilding CXX object test/CMakeFiles/test_count_matched__rmw_fastrtps_dynamic_cpp.dir/rcl/test_count_matched.cpp.o\x1b[0m\n'}
[14.627458] (rcl) StdoutLine: {'line': b'[ 33%] \x1b[32mBuilding CXX object test/CMakeFiles/test_info_by_topic__rmw_fastrtps_dynamic_cpp.dir/rcl/test_info_by_topic.cpp.o\x1b[0m\n'}
[14.636882] (-) TimerEvent: {}
[14.644097] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[14.671233] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[14.718946] (rcl) StdoutLine: {'line': b'[ 33%] Built target test_remap_integration__rmw_fastrtps_dynamic_cpp\n'}
[14.737025] (-) TimerEvent: {}
[14.764268] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_graph__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[14.802215] (rcl) StdoutLine: {'line': b'[ 33%] \x1b[32m\x1b[1mLinking CXX executable test_security\x1b[0m\n'}
[14.810969] (rcl) StdoutLine: {'line': b'[ 33%] \x1b[32m\x1b[1mLinking CXX executable test_events__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[14.837267] (-) TimerEvent: {}
[14.842184] (rcl) StdoutLine: {'line': b'[ 34%] \x1b[32mBuilding CXX object test/CMakeFiles/test_graph__rmw_fastrtps_dynamic_cpp.dir/rcl/test_graph.cpp.o\x1b[0m\n'}
[14.882892] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[14.937459] (-) TimerEvent: {}
[15.038235] (-) TimerEvent: {}
[15.058723] (rcl) StdoutLine: {'line': b'[ 34%] \x1b[32m\x1b[1mLinking CXX executable test_logging\x1b[0m\n'}
[15.138361] (-) TimerEvent: {}
[15.238798] (-) TimerEvent: {}
[15.339401] (-) TimerEvent: {}
[15.440058] (-) TimerEvent: {}
[15.540884] (-) TimerEvent: {}
[15.641421] (-) TimerEvent: {}
[15.663808] (rcl) StdoutLine: {'line': b'[ 34%] Built target test_security\n'}
[15.712483] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_lexer__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[15.741603] (-) TimerEvent: {}
[15.778817] (rcl) StdoutLine: {'line': b'[ 34%] \x1b[32mBuilding CXX object test/CMakeFiles/test_lexer__rmw_fastrtps_dynamic_cpp.dir/rcl/test_lexer.cpp.o\x1b[0m\n'}
[15.817014] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[15.841735] (-) TimerEvent: {}
[15.914054] (rcl) StdoutLine: {'line': b'[ 34%] Built target test_logging\n'}
[15.941919] (-) TimerEvent: {}
[15.953284] (rcl) StdoutLine: {'line': b'[ 34%] Built target test_events__rmw_fastrtps_dynamic_cpp\n'}
[15.962375] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_guard_condition__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[16.001143] (rcl) StdoutLine: {'line': b'[ 35%] \x1b[32mBuilding CXX object test/CMakeFiles/test_service__rmw_fastrtps_dynamic_cpp.dir/rcl/wait_for_entity_helpers.cpp.o\x1b[0m\n'}
[16.004094] (rcl) StdoutLine: {'line': b'[ 36%] \x1b[32m\x1b[1mLinking CXX executable test_wait__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[16.016140] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_get_node_names__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[16.031729] (rcl) StdoutLine: {'line': b'[ 36%] \x1b[32mBuilding CXX object test/CMakeFiles/test_guard_condition__rmw_fastrtps_dynamic_cpp.dir/rcl/test_guard_condition.cpp.o\x1b[0m\n'}
[16.041261] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[16.042045] (-) TimerEvent: {}
[16.067881] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[16.073931] (rcl) StdoutLine: {'line': b'[ 36%] \x1b[32mBuilding CXX object test/CMakeFiles/test_get_node_names__rmw_fastrtps_dynamic_cpp.dir/rcl/test_get_node_names.cpp.o\x1b[0m\n'}
[16.112340] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[16.142267] (-) TimerEvent: {}
[16.243116] (-) TimerEvent: {}
[16.343644] (-) TimerEvent: {}
[16.444062] (-) TimerEvent: {}
[16.544635] (-) TimerEvent: {}
[16.606124] (rcl) StdoutLine: {'line': b'[ 37%] \x1b[32m\x1b[1mLinking CXX executable test_count_matched__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[16.644757] (-) TimerEvent: {}
[16.745168] (-) TimerEvent: {}
[16.761888] (rcl) StdoutLine: {'line': b'[ 38%] \x1b[32m\x1b[1mLinking CXX executable test_publisher__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[16.845334] (-) TimerEvent: {}
[16.872685] (rcl) StdoutLine: {'line': b'[ 38%] \x1b[32m\x1b[1mLinking CXX executable test_service__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[16.945577] (-) TimerEvent: {}
[17.010249] (rcl) StdoutLine: {'line': b'[ 38%] \x1b[32mBuilding CXX object test/CMakeFiles/test_info_by_topic__rmw_fastrtps_dynamic_cpp.dir/rcl/wait_for_entity_helpers.cpp.o\x1b[0m\n'}
[17.045704] (-) TimerEvent: {}
[17.053177] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[17.073029] (rcl) StdoutLine: {'line': b'[ 39%] \x1b[32mBuilding CXX object test/CMakeFiles/test_subscription__rmw_fastrtps_dynamic_cpp.dir/rcl/wait_for_entity_helpers.cpp.o\x1b[0m\n'}
[17.116599] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[17.134587] (rcl) StdoutLine: {'line': b'[ 39%] Built target test_wait__rmw_fastrtps_dynamic_cpp\n'}
[17.145833] (-) TimerEvent: {}
[17.182558] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_client__rmw_fastrtps_cpp\x1b[0m\n'}
[17.236591] (rcl) StdoutLine: {'line': b'[ 39%] \x1b[32m\x1b[1mLinking CXX executable test_remap__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[17.246025] (-) TimerEvent: {}
[17.250905] (rcl) StdoutLine: {'line': b'[ 39%] \x1b[32mBuilding CXX object test/CMakeFiles/test_client__rmw_fastrtps_cpp.dir/rcl/test_client.cpp.o\x1b[0m\n'}
[17.289925] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[17.346130] (-) TimerEvent: {}
[17.447073] (-) TimerEvent: {}
[17.548607] (-) TimerEvent: {}
[17.650062] (-) TimerEvent: {}
[17.655426] (rcl) StdoutLine: {'line': b'[ 39%] Built target test_count_matched__rmw_fastrtps_dynamic_cpp\n'}
[17.697338] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_expand_topic_name\x1b[0m\n'}
[17.750214] (-) TimerEvent: {}
[17.762285] (rcl) StdoutLine: {'line': b'[ 40%] \x1b[32mBuilding CXX object test/CMakeFiles/test_expand_topic_name.dir/rcl/test_expand_topic_name.cpp.o\x1b[0m\n'}
[17.805618] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[17.848477] (rcl) StdoutLine: {'line': b'[ 41%] \x1b[32m\x1b[1mLinking CXX executable test_info_by_topic__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[17.850351] (-) TimerEvent: {}
[17.951675] (-) TimerEvent: {}
[17.956137] (rcl) StdoutLine: {'line': b'[ 41%] \x1b[32m\x1b[1mLinking CXX executable test_subscription__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[18.019389] (rcl) StdoutLine: {'line': b'[ 41%] Built target test_publisher__rmw_fastrtps_dynamic_cpp\n'}
[18.051805] (-) TimerEvent: {}
[18.068861] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_namespace__rmw_cyclonedds_cpp\x1b[0m\n'}
[18.074080] (rcl) StdoutLine: {'line': b'[ 41%] Built target test_service__rmw_fastrtps_dynamic_cpp\n'}
[18.106080] (rcl) StdoutLine: {'line': b'[ 41%] Built target test_remap__rmw_fastrtps_dynamic_cpp\n'}
[18.117416] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_time__rmw_fastrtps_cpp\x1b[0m\n'}
[18.129872] (rcl) StdoutLine: {'line': b'[ 41%] \x1b[32mBuilding CXX object test/CMakeFiles/test_namespace__rmw_cyclonedds_cpp.dir/test_namespace.cpp.o\x1b[0m\n'}
[18.151085] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_events__rmw_cyclonedds_cpp\x1b[0m\n'}
[18.151915] (-) TimerEvent: {}
[18.167577] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[18.187980] (rcl) StdoutLine: {'line': b'[ 41%] \x1b[32mBuilding CXX object test/CMakeFiles/test_time__rmw_fastrtps_cpp.dir/rcl/test_time.cpp.o\x1b[0m\n'}
[18.214855] (rcl) StdoutLine: {'line': b'[ 41%] \x1b[32mBuilding CXX object test/CMakeFiles/test_events__rmw_cyclonedds_cpp.dir/rcl/test_events.cpp.o\x1b[0m\n'}
[18.224887] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[18.252106] (-) TimerEvent: {}
[18.257243] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[18.352319] (-) TimerEvent: {}
[18.452889] (-) TimerEvent: {}
[18.553418] (-) TimerEvent: {}
[18.617035] (rcl) StdoutLine: {'line': b'[ 41%] \x1b[32m\x1b[1mLinking CXX executable test_get_node_names__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[18.653576] (-) TimerEvent: {}
[18.754019] (-) TimerEvent: {}
[18.854469] (-) TimerEvent: {}
[18.875492] (rcl) StdoutLine: {'line': b'[ 42%] \x1b[32m\x1b[1mLinking CXX executable test_arguments__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[18.954634] (-) TimerEvent: {}
[18.960328] (rcl) StdoutLine: {'line': b'[ 42%] Built target test_info_by_topic__rmw_fastrtps_dynamic_cpp\n'}
[19.012761] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_count_matched__rmw_fastrtps_cpp\x1b[0m\n'}
[19.054770] (-) TimerEvent: {}
[19.080839] (rcl) StdoutLine: {'line': b'[ 43%] \x1b[32mBuilding CXX object test/CMakeFiles/test_count_matched__rmw_fastrtps_cpp.dir/rcl/test_count_matched.cpp.o\x1b[0m\n'}
[19.123699] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[19.154977] (-) TimerEvent: {}
[19.179352] (rcl) StdoutLine: {'line': b'[ 43%] Built target test_subscription__rmw_fastrtps_dynamic_cpp\n'}
[19.219647] (rcl) StdoutLine: {'line': b'[ 43%] \x1b[32m\x1b[1mLinking CXX executable test_graph__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[19.225330] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_subscription__rmw_fastrtps_cpp\x1b[0m\n'}
[19.255094] (-) TimerEvent: {}
[19.276453] (rcl) StdoutLine: {'line': b'[ 44%] \x1b[32mBuilding CXX object test/CMakeFiles/test_subscription__rmw_fastrtps_cpp.dir/rcl/test_subscription.cpp.o\x1b[0m\n'}
[19.317201] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[19.355307] (-) TimerEvent: {}
[19.401951] (rcl) StdoutLine: {'line': b'[ 44%] \x1b[32m\x1b[1mLinking CXX executable test_client__rmw_fastrtps_cpp\x1b[0m\n'}
[19.455491] (-) TimerEvent: {}
[19.556307] (-) TimerEvent: {}
[19.602630] (rcl) StdoutLine: {'line': b'[ 45%] \x1b[32m\x1b[1mLinking CXX executable test_guard_condition__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[19.656497] (-) TimerEvent: {}
[19.697402] (rcl) StdoutLine: {'line': b'[ 45%] Built target test_get_node_names__rmw_fastrtps_dynamic_cpp\n'}
[19.753376] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_guard_condition__rmw_cyclonedds_cpp\x1b[0m\n'}
[19.756603] (-) TimerEvent: {}
[19.778485] (rcl) StdoutLine: {'line': b'[ 45%] Built target test_arguments__rmw_fastrtps_dynamic_cpp\n'}
[19.820393] (rcl) StdoutLine: {'line': b'[ 45%] \x1b[32mBuilding CXX object test/CMakeFiles/test_guard_condition__rmw_cyclonedds_cpp.dir/rcl/test_guard_condition.cpp.o\x1b[0m\n'}
[19.829264] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_remap__rmw_cyclonedds_cpp\x1b[0m\n'}
[19.856752] (-) TimerEvent: {}
[19.870868] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[19.893307] (rcl) StdoutLine: {'line': b'[ 45%] \x1b[32mBuilding CXX object test/CMakeFiles/test_remap__rmw_cyclonedds_cpp.dir/rcl/test_remap.cpp.o\x1b[0m\n'}
[19.934299] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[19.956918] (-) TimerEvent: {}
[20.057856] (-) TimerEvent: {}
[20.096835] (rcl) StdoutLine: {'line': b'[ 46%] \x1b[32m\x1b[1mLinking CXX executable test_namespace__rmw_cyclonedds_cpp\x1b[0m\n'}
[20.158010] (-) TimerEvent: {}
[20.258476] (-) TimerEvent: {}
[20.359042] (-) TimerEvent: {}
[20.409454] (rcl) StdoutLine: {'line': b'[ 46%] Built target test_graph__rmw_fastrtps_dynamic_cpp\n'}
[20.457796] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_lexer_lookahead__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[20.459174] (-) TimerEvent: {}
[20.479565] (rcl) StdoutLine: {'line': b'[ 46%] Built target test_client__rmw_fastrtps_cpp\n'}
[20.527401] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_graph__rmw_fastrtps_cpp\x1b[0m\n'}
[20.532305] (rcl) StdoutLine: {'line': b'[ 46%] \x1b[32mBuilding CXX object test/CMakeFiles/test_lexer_lookahead__rmw_fastrtps_dynamic_cpp.dir/rcl/test_lexer_lookahead.cpp.o\x1b[0m\n'}
[20.559278] (-) TimerEvent: {}
[20.572371] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[20.595667] (rcl) StdoutLine: {'line': b'[ 47%] \x1b[32mBuilding CXX object test/CMakeFiles/test_graph__rmw_fastrtps_cpp.dir/rcl/test_graph.cpp.o\x1b[0m\n'}
[20.634294] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[20.643729] (rcl) StdoutLine: {'line': b'[ 48%] \x1b[32m\x1b[1mLinking CXX executable test_lexer__rmw_fastrtps_dynamic_cpp\x1b[0m\n'}
[20.659485] (-) TimerEvent: {}
[20.673100] (rcl) StdoutLine: {'line': b'[ 48%] Built target test_guard_condition__rmw_fastrtps_dynamic_cpp\n'}
[20.719701] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_node__rmw_cyclonedds_cpp\x1b[0m\n'}
[20.759705] (-) TimerEvent: {}
[20.783348] (rcl) StdoutLine: {'line': b'[ 49%] \x1b[32mBuilding CXX object test/CMakeFiles/test_node__rmw_cyclonedds_cpp.dir/rcl/test_node.cpp.o\x1b[0m\n'}
[20.822116] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[20.859840] (-) TimerEvent: {}
[20.961668] (-) TimerEvent: {}
[20.988517] (rcl) StdoutLine: {'line': b'[ 49%] \x1b[32m\x1b[1mLinking CXX executable test_expand_topic_name\x1b[0m\n'}
[21.044719] (rcl) StdoutLine: {'line': b'[ 49%] Built target test_namespace__rmw_cyclonedds_cpp\n'}
[21.061886] (-) TimerEvent: {}
[21.093016] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_service__rmw_cyclonedds_cpp\x1b[0m\n'}
[21.150572] (rcl) StdoutLine: {'line': b'[ 50%] \x1b[32mBuilding CXX object test/CMakeFiles/test_service__rmw_cyclonedds_cpp.dir/rcl/test_service.cpp.o\x1b[0m\n'}
[21.162017] (-) TimerEvent: {}
[21.188855] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[21.214657] (rcl) StdoutLine: {'line': b'[ 50%] \x1b[32m\x1b[1mLinking CXX executable test_count_matched__rmw_fastrtps_cpp\x1b[0m\n'}
[21.262234] (-) TimerEvent: {}
[21.363005] (-) TimerEvent: {}
[21.460369] (rcl) StdoutLine: {'line': b'[ 51%] \x1b[32m\x1b[1mLinking CXX executable test_events__rmw_cyclonedds_cpp\x1b[0m\n'}
[21.463139] (-) TimerEvent: {}
[21.563713] (-) TimerEvent: {}
[21.664321] (-) TimerEvent: {}
[21.702458] (rcl) StdoutLine: {'line': b'[ 51%] Built target test_lexer__rmw_fastrtps_dynamic_cpp\n'}
[21.750380] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_common\x1b[0m\n'}
[21.764454] (-) TimerEvent: {}
[21.804669] (rcl) StdoutLine: {'line': b'[ 51%] Built target test_expand_topic_name\n'}
[21.808219] (rcl) StdoutLine: {'line': b'[ 52%] \x1b[32mBuilding CXX object test/CMakeFiles/test_common.dir/rcl/test_common.cpp.o\x1b[0m\n'}
[21.846937] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[21.850773] (rcl) StdoutLine: {'line': b'\x1b[35m\x1b[1mScanning dependencies of target test_client__rmw_cyclonedds_cpp\x1b[0m\n'}
[21.864695] (-) TimerEvent: {}
[21.903575] (rcl) StdoutLine: {'line': b'[ 53%] \x1b[32m\x1b[1mLinking CXX executable test_time__rmw_fastrtps_cpp\x1b[0m\n'}
[21.918911] (rcl) StdoutLine: {'line': b'[ 53%] \x1b[32mBuilding CXX object test/CMakeFiles/test_client__rmw_cyclonedds_cpp.dir/rcl/test_client.cpp.o\x1b[0m\n'}
[21.955585] (rcl) StderrLine: {'line': b"clang: \x1b[0;1;35mwarning: \x1b[0m/robofuzz/src/cov/cov-fs.o: 'linker' input unused [-Wunused-command-line-argument]\x1b[0m\n"}
[21.964827] (-) TimerEvent: {}
[22.066240] (-) TimerEvent: {}
[22.166638] (-) TimerEvent: {}
[22.267113] (-) TimerEvent: {}
[22.271688] (rcl) StdoutLine: {'line': b'[ 53%] Built target test_count_matched__rmw_fastrtps_cpp\n'}
